"ticket_id";"id";"history_type_id";"queue_id";"owner_id"
"495023";"14755511";"23";"13";"515"
"495023";"14755490";"1";"13";"1"
"495022";"14755634";"23";"7";"275"
"495022";"14755419";"1";"7";"1"
"495021";"14755432";"23";"46";"363"
"495021";"14755389";"1";"46";"1"
"495020";"14755452";"23";"7";"578"
"495020";"14755373";"1";"7";"1"
"495019";"14755464";"23";"7";"578"
"495019";"14755354";"1";"7";"1"
"495018";"14755351";"23";"7";"277"
"495018";"14755330";"1";"7";"1"
"495017";"14755367";"23";"28";"330"
"495017";"14755320";"1";"28";"1"
"495016";"14755408";"23";"8";"471"
"495016";"14755305";"1";"8";"1"
"495015";"14755444";"23";"15";"494"
"495015";"14755440";"23";"15";"132"
"495015";"14755293";"1";"15";"1"
"495014";"14755831";"23";"7";"578"
"495014";"14755283";"1";"7";"1"
"495013";"14755577";"23";"10";"364"
"495013";"14755263";"1";"10";"1"
"495012";"14755415";"23";"15";"132"
"495012";"14755251";"1";"15";"1"
"495011";"14756364";"23";"17";"215"
"495011";"14755233";"1";"17";"1"
"495010";"14755553";"23";"7";"275"
"495010";"14755194";"1";"7";"1"
"495009";"14756515";"23";"7";"275"
"495009";"14755184";"1";"7";"1"
"495008";"14755216";"23";"10";"285"
"495008";"14755152";"1";"10";"1"
"495007";"14755226";"23";"10";"347"
"495007";"14755128";"1";"10";"1"
"495006";"14755543";"23";"7";"275"
"495006";"14755118";"1";"7";"1"
"495005";"14755173";"23";"39";"360"
"495005";"14755110";"1";"39";"1"
"495004";"14755746";"23";"7";"277"
"495004";"14755096";"1";"7";"1"
"495003";"14755067";"23";"10";"196"
"495003";"14754933";"1";"10";"1"
"495002";"14755618";"23";"7";"275"
"495002";"14754930";"1";"7";"1"
"495001";"14756970";"23";"10";"347"
"495001";"14754927";"1";"10";"1"
"495000";"14755533";"23";"7";"275"
"495000";"14754924";"1";"7";"1"
"494999";"14754917";"23";"10";"285"
"494999";"14754896";"1";"10";"1"
"494998";"14755089";"23";"10";"364"
"494998";"14754870";"1";"10";"1"
"494997";"14755517";"23";"13";"515"
"494997";"14755484";"16";"13";"1"
"494997";"14755037";"23";"5";"1"
"494997";"14755036";"16";"5";"588"
"494997";"14754997";"23";"14";"588"
"494997";"14754813";"1";"14";"1"
"494996";"14755033";"23";"10";"375"
"494996";"14754795";"1";"10";"1"
"494995";"14754866";"23";"7";"578"
"494995";"14754773";"1";"7";"1"
"494994";"14755523";"23";"7";"275"
"494994";"14754763";"1";"7";"1"
"494993";"14754792";"23";"39";"416"
"494993";"14754707";"1";"39";"1"
"494992";"14755865";"23";"7";"275"
"494992";"14754587";"1";"7";"1"
"494991";"14754701";"23";"5";"49"
"494991";"14754562";"1";"5";"1"
"494990";"14755015";"23";"44";"147"
"494990";"14755012";"23";"44";"601"
"494990";"14754559";"1";"44";"1"
"494989";"14754644";"23";"10";"285"
"494989";"14754541";"1";"10";"1"
"494988";"14754650";"23";"10";"300"
"494988";"14754519";"1";"10";"1"
"494987";"14755951";"23";"5";"49"
"494987";"14754826";"16";"5";"1"
"494987";"14754603";"16";"6";"1"
"494987";"14754491";"1";"14";"1"
"494986";"14754634";"23";"10";"300"
"494986";"14754467";"1";"10";"1"
"494985";"14754686";"23";"8";"254"
"494985";"14754502";"23";"8";"1"
"494985";"14754501";"16";"8";"526"
"494985";"14754488";"23";"14";"526"
"494985";"14754440";"1";"14";"1"
"494984";"14754664";"23";"10";"285"
"494984";"14754296";"1";"10";"1"
"494983";"14754361";"23";"14";"606"
"494983";"14754293";"1";"14";"1"
"494982";"14754674";"23";"40";"183"
"494982";"14754239";"1";"40";"1"
"494981";"14754600";"23";"10";"196"
"494981";"14754201";"1";"10";"1"
"494980";"14754584";"23";"10";"196"
"494980";"14754173";"1";"10";"1"
"494979";"14754433";"23";"7";"578"
"494979";"14754027";"1";"7";"1"
"494978";"14755021";"23";"10";"375"
"494978";"14754009";"1";"10";"1"
"494977";"14754040";"23";"39";"416"
"494977";"14753981";"1";"39";"1"
"494976";"14754086";"23";"41";"473"
"494976";"14753905";"1";"41";"1"
"494975";"14754125";"23";"7";"578"
"494975";"14753870";"1";"7";"1"
"494974";"14754391";"23";"7";"578"
"494974";"14753847";"1";"7";"1"
"494973";"14753932";"23";"46";"363"
"494973";"14753820";"1";"46";"1"
"494972";"14753844";"23";"39";"360"
"494972";"14753761";"1";"39";"1"
"494971";"14753860";"23";"10";"364"
"494971";"14753737";"1";"10";"1"
"494970";"14753867";"23";"7";"578"
"494970";"14753711";"1";"7";"1"
"494969";"14753758";"23";"7";"578"
"494969";"14753694";"1";"7";"1"
"494968";"14754405";"23";"7";"578"
"494968";"14753675";"1";"7";"1"
"494967";"14754371";"23";"7";"578"
"494967";"14753648";"1";"7";"1"
"494966";"14753896";"23";"7";"578"
"494966";"14753626";"1";"7";"1"
"494965";"14753958";"23";"7";"385"
"494965";"14753601";"1";"7";"1"
"494964";"14754680";"23";"8";"597"
"494964";"14754413";"23";"8";"1"
"494964";"14754412";"16";"8";"515"
"494964";"14753938";"23";"13";"515"
"494964";"14753881";"23";"13";"1"
"494964";"14753880";"16";"13";"275"
"494964";"14753671";"23";"7";"275"
"494964";"14753579";"1";"7";"1"
"494963";"14753595";"23";"46";"542"
"494963";"14753560";"1";"46";"1"
"494962";"14753796";"23";"7";"578"
"494962";"14753557";"1";"7";"1"
"494961";"14753544";"23";"10";"196"
"494961";"14753493";"1";"10";"1"
"494960";"14753734";"23";"14";"526"
"494960";"14753476";"1";"14";"1"
"494959";"14753902";"23";"10";"300"
"494959";"14753452";"1";"10";"1"
"494958";"14753437";"23";"10";"375"
"494958";"14753379";"1";"10";"1"
"494957";"14754459";"23";"7";"578"
"494957";"14753369";"1";"7";"1"
"494956";"14753473";"23";"6";"371"
"494956";"14753400";"23";"6";"1"
"494956";"14753399";"16";"6";"588"
"494956";"14753357";"23";"14";"588"
"494956";"14753312";"1";"14";"1"
"494955";"14753639";"23";"38";"137"
"494955";"14753037";"1";"38";"1"
"494954";"14753076";"23";"38";"137"
"494954";"14753009";"1";"38";"1"
"494953";"14754381";"23";"7";"578"
"494953";"14752991";"1";"7";"1"
"494952";"14752978";"23";"6";"371"
"494952";"14752941";"23";"6";"1"
"494952";"14752940";"16";"6";"526"
"494952";"14752937";"23";"14";"526"
"494952";"14752922";"1";"14";"1"
"494951";"14755663";"23";"7";"275"
"494951";"14752873";"1";"7";"1"
"494950";"14753538";"23";"7";"578"
"494950";"14752857";"1";"7";"1"
"494949";"14752984";"23";"10";"364"
"494949";"14752829";"1";"10";"1"
"494948";"14753060";"23";"8";"471"
"494948";"14753025";"23";"8";"597"
"494948";"14752958";"23";"8";"1"
"494948";"14752957";"16";"8";"526"
"494948";"14752954";"23";"14";"526"
"494948";"14752910";"23";"14";"1"
"494948";"14752909";"16";"14";"597"
"494948";"14752902";"23";"8";"597"
"494948";"14752814";"1";"8";"1"
"494947";"14752870";"23";"10";"195"
"494947";"14752779";"1";"10";"1"
"494946";"14752850";"23";"14";"606"
"494946";"14752776";"1";"14";"1"
"494945";"14755149";"23";"7";"385"
"494945";"14752766";"1";"7";"1"
"494944";"14753776";"23";"7";"578"
"494944";"14752742";"1";"7";"1"
"494943";"14752807";"23";"17";"215"
"494943";"14752654";"1";"17";"1"
"494942";"14752853";"23";"8";"471"
"494942";"14752612";"23";"8";"597"
"494942";"14752594";"1";"8";"1"
"494941";"14752591";"23";"6";"568"
"494941";"14752580";"1";"6";"1"
"494940";"14753443";"23";"44";"601"
"494940";"14752377";"1";"44";"1"
"494939";"14752387";"23";"42";"350"
"494939";"14752357";"1";"42";"1"
"494938";"14753786";"23";"7";"578"
"494938";"14752318";"1";"7";"1"
"494937";"14753035";"23";"10";"196"
"494937";"14752300";"1";"10";"1"
"494936";"14753423";"23";"7";"275"
"494936";"14752291";"1";"7";"1"
"494935";"14752890";"23";"6";"133"
"494935";"14752245";"1";"6";"1"
"494934";"14752630";"23";"9";"49"
"494934";"14752242";"1";"9";"1"
"494933";"14752347";"23";"8";"597"
"494933";"14752239";"1";"8";"1"
"494932";"14753351";"23";"7";"275"
"494932";"14752236";"1";"7";"1"
"494931";"14752755";"23";"13";"515"
"494931";"14752233";"1";"13";"1"
"494930";"14752640";"23";"5";"49"
"494930";"14752230";"1";"5";"1"
"494929";"14756522";"23";"28";"330"
"494929";"14752896";"23";"28";"168"
"494929";"14752220";"1";"28";"1"
"494928";"14754232";"23";"7";"275"
"494928";"14752210";"1";"7";"1"
"494927";"14754268";"23";"7";"275"
"494927";"14752196";"1";"7";"1"
"494926";"14754324";"23";"7";"275"
"494926";"14752186";"1";"7";"1"
"494925";"14755469";"16";"3";"1"
"494925";"14752176";"1";"12";"1"
"494924";"14754350";"23";"7";"275"
"494924";"14752145";"1";"7";"1"
"494923";"14754344";"23";"7";"578"
"494923";"14752142";"1";"7";"1"
"494922";"14754334";"23";"7";"275"
"494922";"14752139";"1";"7";"1"
"494921";"14754278";"23";"7";"275"
"494921";"14752136";"1";"7";"1"
"494920";"14753162";"23";"7";"578"
"494920";"14752119";"1";"7";"1"
"494919";"14753082";"23";"7";"578"
"494919";"14752116";"1";"7";"1"
"494918";"14753066";"23";"7";"578"
"494918";"14752092";"1";"7";"1"
"494917";"14753948";"23";"7";"275"
"494917";"14752089";"1";"7";"1"
"494916";"14754222";"23";"7";"275"
"494916";"14752086";"1";"7";"1"
"494915";"14754151";"23";"7";"275"
"494915";"14752027";"1";"7";"1"
"494914";"14753102";"23";"7";"578"
"494914";"14752024";"1";"7";"1"
"494913";"14753112";"23";"7";"578"
"494913";"14752021";"1";"7";"1"
"494912";"14753255";"23";"7";"578"
"494912";"14752018";"1";"7";"1"
"494911";"14754002";"23";"7";"275"
"494911";"14752015";"1";"7";"1"
"494910";"14753245";"23";"7";"578"
"494910";"14752012";"1";"7";"1"
"494909";"14754166";"23";"7";"275"
"494909";"14752009";"1";"7";"1"
"494908";"14754096";"23";"7";"275"
"494908";"14752006";"1";"7";"1"
"494907";"14753305";"23";"7";"578"
"494907";"14751982";"1";"7";"1"
"494906";"14753053";"23";"7";"578"
"494906";"14751979";"1";"7";"1"
"494905";"14753132";"23";"7";"578"
"494905";"14751976";"1";"7";"1"
"494904";"14753122";"23";"7";"578"
"494904";"14751952";"1";"7";"1"
"494903";"14753152";"23";"7";"578"
"494903";"14751949";"1";"7";"1"
"494902";"14754046";"23";"7";"275"
"494902";"14751946";"1";"7";"1"
"494901";"14753275";"23";"7";"578"
"494901";"14751887";"1";"7";"1"
"494900";"14753092";"23";"7";"578"
"494900";"14751884";"1";"7";"1"
"494899";"14753142";"23";"7";"578"
"494899";"14751881";"1";"7";"1"
"494898";"14753974";"23";"7";"275"
"494898";"14751878";"1";"7";"1"
"494897";"14753225";"23";"7";"578"
"494897";"14751875";"1";"7";"1"
"494896";"14753992";"23";"7";"275"
"494896";"14751872";"1";"7";"1"
"494895";"14753205";"23";"7";"578"
"494895";"14751869";"1";"7";"1"
"494894";"14753195";"23";"7";"578"
"494894";"14751866";"1";"7";"1"
"494893";"14753182";"23";"7";"578"
"494893";"14751821";"1";"7";"1"
"494892";"14753215";"23";"7";"578"
"494892";"14751818";"1";"7";"1"
"494891";"14753285";"23";"7";"578"
"494891";"14751815";"1";"7";"1"
"494890";"14753172";"23";"7";"578"
"494890";"14751812";"1";"7";"1"
"494889";"14754056";"23";"7";"275"
"494889";"14751809";"1";"7";"1"
"494888";"14753235";"23";"7";"578"
"494888";"14751806";"1";"7";"1"
"494887";"14754194";"23";"7";"275"
"494887";"14751747";"1";"7";"1"
"494886";"14753265";"23";"7";"578"
"494886";"14751744";"1";"7";"1"
"494885";"14754131";"23";"7";"275"
"494885";"14751741";"1";"7";"1"
"494884";"14753661";"23";"7";"275"
"494884";"14751738";"1";"7";"1"
"494883";"14753619";"23";"7";"275"
"494883";"14751735";"1";"7";"1"
"494882";"14754141";"23";"7";"275"
"494882";"14751732";"1";"7";"1"
"494881";"14754066";"23";"7";"275"
"494881";"14751729";"1";"7";"1"
"494880";"14753295";"23";"7";"578"
"494880";"14751726";"1";"7";"1"
"494879";"14754253";"23";"7";"275"
"494879";"14751709";"1";"7";"1"
"494878";"14753964";"23";"7";"275"
"494878";"14751706";"1";"7";"1"
"494877";"14752353";"23";"8";"240"
"494877";"14751691";"1";"8";"1"
"494876";"14754109";"23";"7";"275"
"494876";"14751610";"1";"7";"1"
"494875";"14754076";"23";"7";"275"
"494875";"14751600";"1";"7";"1"
"494874";"14751593";"23";"7";"385"
"494874";"14751520";"1";"7";"1"
"494873";"14753550";"23";"7";"275"
"494873";"14751517";"1";"7";"1"
"494872";"14753366";"23";"7";"578"
"494872";"14751484";"1";"7";"1"
"494871";"14753345";"23";"7";"578"
"494871";"14751473";"1";"7";"1"
"494870";"14751562";"23";"42";"335"
"494870";"14751459";"1";"42";"1"
"494869";"14753335";"23";"7";"578"
"494869";"14751449";"1";"7";"1"
"494868";"14752331";"23";"14";"526"
"494868";"14751430";"23";"14";"1"
"494868";"14751429";"16";"14";"6"
"494868";"14751426";"23";"6";"6"
"494868";"14751415";"1";"6";"1"
"494867";"14751412";"23";"5";"49"
"494867";"14751384";"1";"5";"1"
"494866";"14752374";"23";"13";"515"
"494866";"14751359";"1";"13";"1"
"494865";"14753519";"23";"6";"568"
"494865";"14752617";"23";"6";"1"
"494865";"14752616";"16";"6";"528"
"494865";"14752561";"23";"14";"528"
"494865";"14752341";"23";"14";"526"
"494865";"14751340";"1";"14";"1"
"494864";"14755653";"23";"7";"275"
"494864";"14751280";"1";"7";"1"
"494863";"14751369";"23";"12";"28"
"494863";"14751275";"1";"12";"1"
"494862";"14751583";"23";"7";"385"
"494862";"14751259";"1";"7";"1"
"494861";"14751514";"23";"7";"385"
"494861";"14751249";"1";"7";"1"
"494860";"14751334";"23";"5";"49"
"494860";"14751217";"1";"5";"1"
"494859";"14751502";"23";"8";"597"
"494859";"14751301";"23";"8";"1"
"494859";"14751300";"16";"8";"247"
"494859";"14751297";"23";"14";"247"
"494859";"14751207";"1";"14";"1"
"494858";"14751200";"23";"10";"285"
"494858";"14751179";"1";"10";"1"
"494857";"14751237";"23";"8";"13"
"494857";"14751164";"1";"8";"1"
"494856";"14751245";"23";"8";"13"
"494856";"14751147";"1";"8";"1"
"494855";"14755467";"16";"3";"1"
"494855";"14751132";"1";"12";"1"
"494854";"14755458";"23";"12";"36"
"494854";"14751109";"1";"12";"1"
"494853";"14751140";"23";"10";"285"
"494853";"14751106";"1";"10";"1"
"494852";"14751052";"23";"10";"285"
"494852";"14751003";"1";"10";"1"
"494851";"14751568";"23";"25";"605"
"494851";"14750982";"1";"25";"1"
"494850";"14750917";"23";"7";"385"
"494850";"14750827";"1";"7";"1"
"494849";"14751039";"23";"12";"28"
"494849";"14750790";"1";"12";"1"
"494848";"14751508";"23";"7";"578"
"494848";"14750787";"1";"7";"1"
"494847";"14750926";"23";"8";"597"
